timestamp,band,channel,center_hz,sample_rate,nsamp,rel_power_dbfs
1756612484,2.4GHz,1,2412000000,20000000,4000000,-27.09
1756612485,2.4GHz,6,2437000000,20000000,4000000,-26.27
1756612486,2.4GHz,11,2462000000,20000000,4000000,-25.27
