timestamp,band,channel,center_hz,sample_rate,nsamp,rel_power_dbfs
1756612557,2.4GHz,1,2412000000,20000000,4000000,-26.61
1756612558,2.4GHz,6,2437000000,20000000,4000000,-27.14
1756612559,2.4GHz,11,2462000000,20000000,4000000,-26.69
